Mass	C	H	O	N	C13	S	P	Na	El_comp	Class	NeutralMass	Error_ppm	Candidates	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	CS13	C14	C15	C16	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	H13	H14	H15	H16
98.656748	0	0	0	0	0	0	0	0		None	99.66402447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1099265.6	0
98.833389	0	0	0	0	0	0	0	0		None	99.84066547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1312224.8	0	0	0	0
98.833638	0	0	0	0	0	0	0	0		None	99.84091447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1128301.9
98.85848	0	0	0	0	0	0	0	0		None	99.86575647	0	0	0	0	0	0	0	1381438.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99.038681	0	0	0	0	0	0	0	0		None	100.0459575	0	0	0	0	0	0	0	0	0	0	1046645.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99.0392865	0	0	0	0	0	0	0	0		None	100.046563	0	0	0	0	0	0	0	0	0	0	1382581.3	0	0	0	0	0	1446219.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99.0398728	0	0	0	0	0	0	0	0		None	100.0471493	0	0	0	0	0	0	0	0	1213464	0	2534018	0	0	0	1814012.6	0	1728579.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1115018.9	0
100.418494	0	0	0	0	0	0	0	0		None	101.4257705	0	0	1496647.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1598143.8	0
100.4186245	0	0	0	0	0	0	0	0		None	101.425901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102.244264	0	0	0	0	0	0	0	0		None	103.2515405	0	0	1300389.1	0	0	0	0	0	0	0	1393429.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102.2443845	0	0	0	0	0	0	0	0		None	103.251661	0	0	0	0	0	0	0	0	0	0	0	0	0	1377879.5	0	0	0	1189711.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102.4595575	0	0	0	0	0	0	0	0		None	103.466834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102.589705	0	0	0	0	0	0	0	0		None	103.5969815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1153017
102.857007	0	0	0	0	0	0	0	0		None	103.8642835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1060652.3	0	0	0	0	0	0	0	0	0	0
103.03977	0	0	0	0	0	0	0	0		None	104.0470465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1085447.1	0	0	0	0
103.147108	0	0	0	0	0	0	0	0		None	104.1543845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1104030.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103.6404923	0	0	0	0	0	0	0	0		None	104.6477688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1869330.5	0	0	0	1510249.8	0	0	0	0	0	0	0	0	0	0
103.79756	0	0	0	0	0	0	0	0		None	104.8048365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103.961596	0	0	0	0	0	0	0	0		None	104.9688725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036104.7	0	0	0
104.08436	0	0	0	0	0	0	0	0		None	105.0916365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043950.9	0
104.135715	0	0	0	0	0	0	0	0		None	105.1429915	0	0	0	0	0	1042630.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104.1377453	0	0	0	0	0	0	0	0		None	105.1450218	0	0	0	0	1037567.1	0	0	1240732.9	0	0	0	0	0	1190042.5	1223430.4	0	0	1543792.8	1084927.1	0	1095030.9	0	0	1755988.9	0	0	0	0	0	0	0	0	0	0
104.418435	0	0	0	0	0	0	0	0		None	105.4257115	0	0	0	0	0	0	0	0	0	1103958.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104.679649	0	0	0	0	0	0	0	0		None	105.6869255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1064287.1	0	0	0	0	0	0	0	0	0
104.737849	0	0	0	0	0	0	0	0		None	105.7451255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1069408.5	0	0
104.823352	0	0	0	0	0	0	0	0		None	105.8306285	0	0	0	0	0	0	0	0	0	1083137.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104.892353	0	0	0	0	0	0	0	0		None	105.8996295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1090898.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104.967404	0	0	0	0	0	0	0	0		None	105.9746805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1127674.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104.990458	0	0	0	0	0	0	0	0		None	105.9977345	0	0	0	0	0	0	0	2372911.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105.024093	0	0	0	0	0	0	0	0		None	106.0313695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105.086679	0	0	0	0	0	0	0	0		None	106.0939555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1097672.5	0	0	0	0	0	0
105.101173	0	0	0	0	0	0	0	0		None	106.1084495	0	0	1055831.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105.131184	0	0	0	0	0	0	0	0		None	106.1384605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1065269.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105.209789	0	0	0	0	0	0	0	0		None	106.2170655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1087951	0	0	0	0	0	0	0
105.253919	0	0	0	0	0	0	0	0		None	106.2611955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1068980.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105.409657	0	0	0	0	0	0	0	0		None	106.4169335	0	0	0	0	0	0	0	0	0	0	1065704.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105.492667	0	0	0	0	0	0	0	0		None	106.4999435	0	0	0	0	0	0	0	0	1071110.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105.519465	0	0	0	0	0	0	0	0		None	106.5267415	0	0	0	0	0	0	0	0	0	1118701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105.533606	0	0	0	0	0	0	0	0		None	106.5408825	0	0	0	0	0	0	0	0	0	1068115.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105.718764	0	0	0	0	0	0	0	0		None	106.7260405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1053241.5	0	0
105.754784	0	0	0	0	0	0	0	0		None	106.7620605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126781.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105.762828	0	0	0	0	0	0	0	0		None	106.7701045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1037423.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105.86131	0	0	0	0	0	0	0	0		None	106.8685865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1135111.9	0	0	0	0
105.919168	0	0	0	0	0	0	0	0		None	106.9264445	0	0	0	0	0	0	0	0	0	0	0	0	1059162.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105.931104	0	0	0	0	0	0	0	0		None	106.9383805	0	0	0	0	0	0	0	0	0	0	1047573.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105.992742	0	0	0	0	0	0	0	0		None	107.0000185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1099912.1	0	0	0	0	0	0	0
106.076375	0	0	0	0	0	0	0	0		None	107.0836515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1034158	0	0	0	0	0	0	0	0	0	0	0	0
106.082483	0	0	0	0	0	0	0	0		None	107.0897595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1042209.7	0	0	0	0	0	0	0	0
106.1025407	0	0	0	0	0	0	0	0		None	107.1098171	0	0	0	0	0	0	0	1450848.3	1573090.9	0	0	0	0	0	1608656	0	0	0	1842902.9	0	1256407.1	0	0	0	0	0	0	0	0	0	0	0	1057953.3	0
106.1026625	0	0	0	0	0	0	0	0		None	107.109939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1277709.8	0	0	0	0	0	0
106.115089	0	0	0	0	0	0	0	0		None	107.1223655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1081476.6	0	0	0	0	0	0	0	0	0	0
106.162377	0	0	0	0	0	0	0	0		None	107.1696535	0	0	0	0	0	0	0	0	0	0	0	0	1067318.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106.199354	0	0	0	0	0	0	0	0		None	107.2066305	0	0	1116766.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106.20253	0	0	0	0	0	0	0	0		None	107.2098065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1214948.9	0	0	0	0	0
106.248698	0	0	0	0	0	0	0	0		None	107.2559745	0	0	0	0	0	0	0	0	0	0	0	0	0	1033633.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106.267431	0	0	0	0	0	0	0	0		None	107.2747075	0	0	0	0	0	0	0	0	0	1088414.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106.271106	0	0	0	0	0	0	0	0		None	107.2783825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1034051.3	0
106.291276	0	0	0	0	0	0	0	0		None	107.2985525	0	0	0	0	0	0	0	0	0	0	1034749.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106.302039	0	0	0	0	0	0	0	0		None	107.3093155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1105851.5	0
106.377452	0	0	0	0	0	0	0	0		None	107.3847285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1244742.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106.435549	0	0	0	0	0	0	0	0		None	107.4428255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039809.5	0	0	0	0	0	0	0	0	0	0
106.463739	0	0	0	0	0	0	0	0		None	107.4710155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1054614.1	0	0	0	0	0
106.509316	0	0	0	0	0	0	0	0		None	107.5165925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1107884.4	0	0	0	0	0	0	0	0
106.54159	0	0	0	0	0	0	0	0		None	107.5488665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1051007.1	0	0	0
106.556047	0	0	0	0	0	0	0	0		None	107.5633235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1085956.1	0	0	0	0	0	0	0
106.556239	0	0	0	0	0	0	0	0		None	107.5635155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1058010.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106.568729	0	0	0	0	0	0	0	0		None	107.5760055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1103455.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106.584498	0	0	0	0	0	0	0	0		None	107.5917745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1059845.5	0	0	0	0	0	0	0	0	0	0	0
106.65315	0	0	0	0	0	0	0	0		None	107.6604265	0	0	0	0	1082241.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106.697239	0	0	0	0	0	0	0	0		None	107.7045155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1042514.9	0	0	0	0	0
106.70277	0	0	0	0	0	0	0	0		None	107.7100465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039022.8	0	0	0	0	0	0	0	0	0	0	0	0
106.73893	0	0	0	0	0	0	0	0		None	107.7462065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106.744159	0	0	0	0	0	0	0	0		None	107.7514355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1082452.9	0	0	0	0
106.774368	0	0	0	0	0	0	0	0		None	107.7816445	0	0	0	0	0	0	0	0	0	0	1054983.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106.808886	0	0	0	0	0	0	0	0		None	107.8161625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106.857014	0	0	0	0	0	0	0	0		None	107.8642905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106.888265	0	0	0	0	0	0	0	0		None	107.8955415	0	0	0	0	0	0	1097577.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106.897373	0	0	0	0	0	0	0	0		None	107.9046495	0	0	0	0	0	0	0	0	0	0	0	1038349.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106.907303	0	0	0	0	0	0	0	0		None	107.9145795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1178396.5	0	0	0	0	0	0	0	0	0	0	0	0	0
106.923932	0	0	0	0	0	0	0	0		None	107.9312085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106.971174	0	0	0	0	0	0	0	0		None	107.9784505	0	0	0	0	0	0	0	0	0	0	0	0	1098884.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.018938	0	0	0	0	0	0	0	0		None	108.0262145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.046375	0	0	0	0	0	0	0	0		None	108.0536515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1053654.9	0	0	0	0
107.127062	0	0	0	0	0	0	0	0		None	108.1343385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1090550.9	0	0	0	0	0	0
107.169753	0	0	0	0	0	0	0	0		None	108.1770295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.179251	0	0	0	0	0	0	0	0		None	108.1865275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1084625
107.18464	0	0	0	0	0	0	0	0		None	108.1919165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1032384.6	0	0	0
107.201039	0	0	0	0	0	0	0	0		None	108.2083155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1054871.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.206416	0	0	0	0	0	0	0	0		None	108.2136925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046426.8	0	0	0	0	0	0	0	0
107.2191925	0	0	0	0	0	0	0	0		None	108.226469	0	0	0	1090020.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040597.8	0	0
107.292078	0	0	0	0	0	0	0	0		None	108.2993545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030875.4	0	0	0	0	0	0	0	0	0	0	0
107.336091	0	0	0	0	0	0	0	0		None	108.3433675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1148126.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.338	0	0	0	0	0	0	0	0		None	108.3452765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110843.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.368058	0	0	0	0	0	0	0	0		None	108.3753345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.413091	0	0	0	0	0	0	0	0		None	108.4203675	0	0	0	0	0	1098782.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.424609	0	0	0	0	0	0	0	0		None	108.4318855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1049715.5	0	0	0	0	0	0	0	0	0	0	0
107.431469	0	0	0	0	0	0	0	0		None	108.4387455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.44034	0	0	0	0	0	0	0	0		None	108.4476165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1109576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.447526	0	0	0	0	0	0	0	0		None	108.4548025	0	0	0	0	0	0	0	1047307.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.460422	0	0	0	0	0	0	0	0		None	108.4676985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1159985.8	0	0	0	0	0	0	0
107.481691	0	0	0	0	0	0	0	0		None	108.4889675	0	0	0	0	0	0	1061002.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.485299	0	0	0	0	0	0	0	0		None	108.4925755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036338.2	0	0	0	0	0	0
107.506151	0	0	0	0	0	0	0	0		None	108.5134275	0	0	0	0	0	0	0	1043596.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.520038	0	0	0	0	0	0	0	0		None	108.5273145	0	0	0	1036677.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.531368	0	0	0	0	0	0	0	0		None	108.5386445	0	0	1044458.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.599001	0	0	0	0	0	0	0	0		None	108.6062775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1115153.5	0	0	0	0	0	0	0
107.603282	0	0	0	0	0	0	0	0		None	108.6105585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071991.8	0
107.610836	0	0	0	0	0	0	0	0		None	108.6181125	0	0	0	0	0	0	0	1035440.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.625359	0	0	0	0	0	0	0	0		None	108.6326355	0	0	1127016.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.673165	0	0	0	0	0	0	0	0		None	108.6804415	0	0	0	0	0	0	0	0	1043139.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.681991	0	0	0	0	0	0	0	0		None	108.6892675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1064494.3	0	0	0	0	0	0	0	0
107.69586	0	0	0	0	0	0	0	0		None	108.7031365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1063723.5	0	0	0	0	0	0	0	0
107.697179	0	0	0	0	0	0	0	0		None	108.7044555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1058984	0	0	0	0
107.711214	0	0	0	0	0	0	0	0		None	108.7184905	0	0	0	1198713.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.716403	0	0	0	0	0	0	0	0		None	108.7236795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1055868.6	0	0	0	0	0	0	0	0	0
107.743815	0	0	0	0	0	0	0	0		None	108.7510915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1038146.6	0	0	0	0	0	0	0	0	0	0	0
107.765758	0	0	0	0	0	0	0	0		None	108.7730345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046939.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.788986	0	0	0	0	0	0	0	0		None	108.7962625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036898.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.855841	0	0	0	0	0	0	0	0		None	108.8631175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.860053	0	0	0	0	0	0	0	0		None	108.8673295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035595.7	0	0	0	0	0	0	0	0
107.879634	0	0	0	0	0	0	0	0		None	108.8869105	0	0	0	0	0	0	0	0	0	0	1081275.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.898361	0	0	0	0	0	0	0	0		None	108.9056375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.903948	0	0	0	0	0	0	0	0		None	108.9112245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1117200.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.909092	0	0	0	0	0	0	0	0		None	108.9163685	0	0	0	0	0	0	0	0	1216423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.917893	0	0	0	0	0	0	0	0		None	108.9251695	0	0	0	0	0	0	0	0	0	0	0	1066738.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.918549	0	0	0	0	0	0	0	0		None	108.9258255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041385.7	0	0	0	0	0	0	0
107.935056	0	0	0	0	0	0	0	0		None	108.9423325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1158343.1	0	0	0	0
107.935984	0	0	0	0	0	0	0	0		None	108.9432605	0	0	0	0	0	0	1155966.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.937986	0	0	0	0	0	0	0	0		None	108.9452625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1086238.9	0	0	0	0	0	0	0	0	0	0	0	0
107.972976	0	0	0	0	0	0	0	0		None	108.9802525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1168001.6	0
107.983491	0	0	0	0	0	0	0	0		None	108.9907675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1070965.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107.994358	0	0	0	0	0	0	0	0		None	109.0016345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1057093.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108.010204	0	0	0	0	0	0	0	0		None	109.0174805	0	0	0	1154017.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108.012606	0	0	0	0	0	0	0	0		None	109.0198825	0	0	1235655.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108.023066	0	0	0	0	0	0	0	0		None	109.0303425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1042375.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108.07094	0	0	0	0	0	0	0	0		None	109.0782165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1042010.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108.081589	0	0	0	0	0	0	0	0		None	109.0888655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035403.3	0
